RHIZO 2020a	Operator	Analysis Date Time	ImageFileName	ImageAcqDeviceAndSoftwareInfo DateTimeModified	AnalysedRegionArea(cm2)	AnalysedRegionWidth(cm)	AnalysedRegionHeight(cm)	Left Top Right Bottom  NExclusions	DevOrder Criteria	ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile]	PxClassif	Filters	Fractal PxMin PxMax	SoilVol(m3)	Length(cm)	LengthTen(cm)/RatioHypLeafToRootLen	ProjArea(cm2)	ProjAreaTen(cm2)/RatioHypLeafToRootArea	SurfArea(cm2)	SurfAreaTen(cm2)	AvgDiam(mm)	AvgDiamTen(mm)	LenPerVol(cm/m3)	LenPerVolTen(cm/m3)	RootVolume(cm3)	FractalDimension	FractalDeviation	Tips	Forks	Crossings	NofLinks	Altitude	ExternalPathLength	LinkAvgLength(cm)	LinkAvgProjArea(cm2)	LinkAvgSurfArea(cm2)	LinkAvgDiam(mm)	LinkAvgBrAngle(deg)	NofNodules	HypocotylLeafArea	HypocotylLeafLength	NAxis	Main NAxis	Main TotLength	Lateral NAxis	Lateral TotLength	Tertiary NAxis	Tertiary TotLength	NSeedlings	NumberOfClasses	ClassBoundaries	LenTotHistoClasses	0<.L.<=0.5000000	0.5000000<.L.<=1.0000000	1.0000000<.L.<=1.5000000	1.5000000<.L.<=2.0000000	2.0000000<.L.<=2.5000000	2.5000000<.L.<=3.0000000	3.0000000<.L.<=3.5000000	3.5000000<.L.<=4.0000000	4.0000000<.L.<=4.5000000	.L.>4.5000000	SATotHistoClasses	0<.SA.<=0.5000000	0.5000000<.SA.<=1.0000000	1.0000000<.SA.<=1.5000000	1.5000000<.SA.<=2.0000000	2.0000000<.SA.<=2.5000000	2.5000000<.SA.<=3.0000000	3.0000000<.SA.<=3.5000000	3.5000000<.SA.<=4.0000000	4.0000000<.SA.<=4.5000000	.SA.>4.5000000	PATotHistoClasses	0<.PA.<=0.5000000	0.5000000<.PA.<=1.0000000	1.0000000<.PA.<=1.5000000	1.5000000<.PA.<=2.0000000	2.0000000<.PA.<=2.5000000	2.5000000<.PA.<=3.0000000	3.0000000<.PA.<=3.5000000	3.5000000<.PA.<=4.0000000	4.0000000<.PA.<=4.5000000	.PA.>4.5000000	VolTotHistoClasses	0<.V.<=0.5000000	0.5000000<.V.<=1.0000000	1.0000000<.V.<=1.5000000	1.5000000<.V.<=2.0000000	2.0000000<.V.<=2.5000000	2.5000000<.V.<=3.0000000	3.0000000<.V.<=3.5000000	3.5000000<.V.<=4.0000000	4.0000000<.V.<=4.5000000	.V.>4.5000000	0<.T.<=0.5000000	0.5000000<.T.<=1.0000000	1.0000000<.T.<=1.5000000	1.5000000<.T.<=2.0000000	2.0000000<.T.<=2.5000000	2.5000000<.T.<=3.0000000	3.0000000<.T.<=3.5000000	3.5000000<.T.<=4.0000000	4.0000000<.T.<=4.5000000	.T.>4.5000000	GrpName	Background	GrpName	Healthy	GrpName	Disease	
SampleId	COLOR	Name	OwnerGroup	Specifications/NClass	Def Filt/Bg	Length(cm)	ProjArea(cm2)	SurfArea(cm2)	AvgDiam(mm)	Volume(cm3)	Tips	
SampleId	LINK	Link#	Seedling#		Length(cm)	ProjArea(cm2)	SurfArea(cm2)	AvgDiam(mm)	EE-EI-II-IL-BL	Angle(deg)	Magnitude	Altitude	Order	Father	Brother1	Brother2	Baby1	Baby2	Baby3	BegH	BegV	EndH	EndV	GrpName	Background	GrpName	Healthy	GrpName	Disease	
SampleId	DEV	Order#	Seedling#	NofLinks	TotalLength(cm)	TotalProjArea(cm2)	TotSurfArea(cm2)	AvgLength(cm)	AvgProjArea(cm2)	AvgSurfArea(cm2)	AvgDiam(mm)									GrpName	Background	GrpName	Healthy	GrpName	Disease	
SampleId	AXIS	Order#	Seedling#	Axis#	TotalLength(cm)	TotalProjArea(cm2)	TotSurfArea(cm2)	AvgLength(cm)	AvgProjArea(cm2)	AvgSurfArea(cm2)	AvgDiam(mm)									GrpName	Background	GrpName	Healthy	GrpName	Disease	NofLinks	FirstLink#	SecondLink#	ThirdLink#	...	
R_H2_dt2.0	JJ	6-2-2024 13:02:28	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	409.1404	17.6107	23.2325	56 48 4216 5536  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	1983.0139	0.0000	77.1546	0.0000	242.3883	0.0000	0.3891	0.0000	1983.0139	0.0000	2.358	0.000	0.000	6921	15911	1835									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	1982.2106	1645.5791	243.7427	45.8617	26.0656	18.1316	2.5740	0.2558	0.0000	0.0000	0.0000	217.0462	120.1995	50.5803	17.3240	13.9094	12.6070	2.1670	0.2590	0.0000	0.0000	0.0000	69.0880	38.2607	16.1002	5.5144	4.4275	4.0129	0.6898	0.0824	0.0000	0.0000	0.0000	3.7309	0.8769	0.8652	0.5289	0.5939	0.6996	0.1455	0.0209	0.0000	0.0000	0.0000	6756	152	10	1	2	0	0	0	0	0	
R_H2_dt2.0	JJ	6-2-2024 13:14:03	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	414.9015	17.5768	23.6051	8 16 4160 5592  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	2053.8273	0.0000	77.7511	0.0000	244.2622	0.0000	0.3786	0.0000	2053.8273	0.0000	2.312	0.000	0.000	7210	15452	1784									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	2053.0514	1728.4096	240.0557	37.9900	25.7048	16.5941	3.0300	1.1437	0.1234	0.0000	0.0000	219.2012	125.8640	49.6669	14.3935	13.8797	11.5370	2.5732	1.1474	0.1396	0.0000	0.0000	69.7739	40.0637	15.8095	4.5816	4.4180	3.6723	0.8191	0.3652	0.0444	0.0000	0.0000	3.7218	0.9156	0.8473	0.4402	0.5998	0.6401	0.1744	0.0918	0.0126	0.0000	0.0000	7050	148	9	1	0	2	0	0	0	0	
R_H3_dt1.5_c	JJ	6-2-2024 13:25:57	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	108.8195	11.5485	12.5984	816 1168 3544 4144  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	44.6605	0.0000	12.7656	0.0000	40.1042	0.0000	2.8584	0.0000	44.6605	0.0000	2.866	0.000	0.000	110	70	3									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	44.6605	9.0102	2.1944	0.0511	0.6381	0.2398	0.4487	7.9202	22.0901	1.4241	0.6437	39.1005	0.6839	0.4595	0.0194	0.3775	0.1623	0.3905	8.3901	25.6844	1.8309	1.1018	12.4461	0.2177	0.1463	0.0062	0.1202	0.0517	0.1243	2.6707	8.1756	0.5828	0.3507	3.4952	0.0057	0.0078	0.0006	0.0178	0.0087	0.0271	0.7078	2.3793	0.1874	0.1531	95	6	0	1	0	1	0	4	2	1	
R_H3_dt1.5_f	JJ	6-2-2024 13:32:02	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	369.5064	17.3736	21.2683	80 80 4184 5104  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	690.3418	0.0000	28.8116	0.0000	90.5143	0.0000	0.4174	0.0000	690.3418	0.0000	0.944	0.000	0.000	2324	2904	352									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	690.1667	546.6855	86.3449	29.5309	9.8101	14.8696	2.6304	0.2801	0.0152	0.0000	0.0000	84.0648	36.0028	18.4547	10.8243	5.4369	10.8477	2.2004	0.2811	0.0169	0.0000	0.0000	26.7586	11.4601	5.8743	3.4455	1.7306	3.4529	0.7004	0.0895	0.0054	0.0000	0.0000	1.9388	0.2512	0.3250	0.3200	0.2409	0.6309	0.1467	0.0224	0.0015	0.0000	0.0000	2275	41	6	0	2	0	0	0	0	0	
R_H3_dt2.0_f1	JJ	6-2-2024 13:55:26	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	411.4939	17.4075	23.6389	24 8 4136 5592  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	2635.6950	0.0000	105.2859	0.0000	330.7654	0.0000	0.3995	0.0000	2635.6950	0.0000	3.303	0.000	0.000	10157	23238	2405									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	2634.9875	2115.4095	400.1750	88.1434	26.3019	3.3875	1.5127	0.0575	0.0000	0.0000	0.0000	293.6380	158.1923	83.9411	33.9741	13.8859	2.2937	1.2955	0.0554	0.0000	0.0000	0.0000	93.4679	50.3542	26.7193	10.8143	4.4200	0.7301	0.4124	0.0176	0.0000	0.0000	0.0000	4.4876	1.1767	1.4497	1.0574	0.5869	0.1243	0.0884	0.0042	0.0000	0.0000	0.0000	9921	217	14	4	1	0	0	0	0	0	
R_H3_dt2.0_f2	JJ	6-2-2024 14:13:05	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	393.6164	16.9672	23.1987	80 80 4088 5560  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	2467.3134	0.0000	108.6239	0.0000	341.2519	0.0000	0.4403	0.0000	2467.3134	0.0000	3.756	0.000	0.000	7486	21028	2180									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	2466.3385	1887.2971	428.8140	84.2949	38.4471	21.1653	5.2643	0.2663	0.5770	0.2126	0.0000	305.6865	140.1542	92.4559	31.4555	21.3266	14.6200	4.4563	0.2703	0.6722	0.2756	0.0000	97.3030	44.6125	29.4296	10.0126	6.7885	4.6537	1.4185	0.0860	0.2140	0.0877	0.0000	5.7814	1.0241	1.6434	0.9469	0.9465	0.8068	0.3010	0.0219	0.0624	0.0284	0.0000	7226	218	30	8	3	1	0	0	0	0	
R_H3_dt2.0_f2	JJ	6-2-2024 14:20:21	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	417.4902	17.6107	23.7067	16 24 4176 5624  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	2513.2162	0.0000	108.8427	0.0000	341.9393	0.0000	0.4331	0.0000	2513.2162	0.0000	3.702	0.000	0.000	7255	21114	2157									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	2512.2225	1935.0369	427.8212	84.6808	39.1448	19.0940	4.1923	1.7175	0.5060	0.0289	0.0000	308.1914	144.0575	91.7113	31.7506	21.6726	13.0953	3.5733	1.6937	0.5988	0.0382	0.0000	98.1004	45.8549	29.1926	10.1065	6.8986	4.1684	1.1374	0.5391	0.1906	0.0122	0.0000	5.7483	1.0525	1.6197	0.9616	0.9604	0.7176	0.2430	0.1331	0.0564	0.0040	0.0000	6966	248	32	7	2	0	0	0	0	0	
R_H3_dt0.5_c	JJ	6-2-2024 14:28:41	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	127.7503	12.5645	16.9333	792 592 3760 4592  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	60.1551	0.0000	22.8445	0.0000	71.7682	0.0000	3.7976	0.0000	60.1551	0.0000	6.814	0.000	0.000	119	70	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	60.1551	8.0956	4.7704	0.6845	1.2761	1.7740	7.1858	7.4065	5.4508	1.6880	21.8234	67.8942	0.5765	1.0584	0.2380	0.7182	1.3566	6.2704	7.5385	6.3148	2.2517	41.5711	21.6114	0.1835	0.3369	0.0758	0.2286	0.4318	1.9959	2.3996	2.0101	0.7167	13.2325	8.4201	0.0044	0.0191	0.0066	0.0326	0.0828	0.4364	0.6119	0.5829	0.2394	6.4039	98	8	0	2	2	0	1	0	2	6	
R_H3_dt0.5_f	JJ	6-2-2024 14:36:33	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	397.5275	17.4413	22.7923	56 56 4176 5440  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	735.1057	0.0000	59.2235	0.0000	186.0561	0.0000	0.8056	0.0000	735.1057	0.0000	3.747	0.000	0.000	2958	2939	171									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	735.0357	380.3096	158.1977	82.0660	33.9709	65.0320	14.4457	0.9708	0.0430	0.0000	0.0000	177.3230	30.6976	36.7355	31.5714	18.9320	46.2413	12.1174	0.9799	0.0479	0.0000	0.0000	56.4437	9.7714	11.6933	10.0495	6.0263	14.7190	3.8571	0.3119	0.0153	0.0000	0.0000	6.2960	0.2446	0.7050	0.9809	0.8453	2.6269	0.8103	0.0788	0.0043	0.0000	0.0000	2806	101	26	6	14	5	0	0	0	0	
R_H3_dt1.0_c	JJ	6-2-2024 14:45:57	ScannerOrCamera	EPSON EPSON Flatbed Scanner EPSON Perfection V800/V850 1.9 V3.93 3.9.3.0 	127.0986	11.6501	16.4592	640 1400 3392 5288  0	MAG ANG DIAM LEN	Grey Intr cm 0.004233 0.004233 	GreyThdMan-210	Smooth Off Area Off LWRatio Off	Off	1.000000	55.6467	0.0000	15.2020	0.0000	47.7585	0.0000	2.7319	0.0000	55.6467	0.0000	3.262	0.000	0.000	171	133	1									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 	55.6467	10.9874	1.2622	4.7795	1.0111	1.9016	5.1531	8.6903	8.0870	11.5558	2.2186	46.8128	0.7402	0.2547	1.8655	0.5542	1.3687	4.6006	8.7293	9.6360	15.5142	3.5493	14.9010	0.2356	0.0811	0.5938	0.1764	0.4357	1.4644	2.7786	3.0672	4.9383	1.1298	4.2323	0.0058	0.0042	0.0583	0.0245	0.0786	0.3276	0.6991	0.9147	1.6593	0.4603	145	8	5	2	1	2	2	1	4	1	
